act_s,count,act
"U/S 80 CPC",1,20934
"U/S 80 OF 2 CPC",99,20935
"U/S 80, 2 of CPC",40,20936
"U/S 84, 86, 87 KF ACT",1,20937
"U/S 86 84 KF ACT",1,20938
"U/S 86,87 Karnataka Forest Act",1,20939
"U/S 87 K P Act",49,20940
"U/S 87 KP ACT",141,20941
"U/S 87 KP Act.",141,20942
"U/S 87 OF KP ACT",95,20943
"U/S 8C, 20(A)(B) of NDPS Act",1,20944
"U/S 8C,20B NARCOTIC DRUGS AND PSYCHOTROPIC SUBSTANCES ACT-1985",1,20945
"U/S 9 .2. B of Arbitration and Conciliation Act",1,20946
"U/S 9 1 OF ARBITRATION AND CONCILIATION ACT 1996",1,20947
"U/S 9 39 51 WILD LIFE PROTECTION ACT 1972",1,20948
"U/S 9 Cl.10 of Indian Divorce Act",1,20949
"U/S 9 II  B OF ARBITRATION AND CONCILIATION ACT.",1,20950
"U/S 9 II a c AND E OF THE ARBITRATION AND CONCILATION ACT",41,20951
"U/S 9 II c d and e of the Arbitration and concilation Act , R/W Sec.151 of CPC",3,20952
"U/S 9 OF 13 OF CPC",7,20953
"U/S 9 OF 2 OF D OF A.C ACT",4,20954
"U/S 9 OF 2D OF ARBITRATION AND CONCILATION ACT 1996",1,20955
"U/S 9 OF ARBITRATION ACT",52,20956
"U/S 9 OF ARBITRATION AND CONCILIATION ACT 1996",308,20957
"U/S 9 OF G AND W ACT 1890",3,20958
"U/S 9 OF GUARDIANS AND WARDS ACT",15,20959
"U/S 9 OF HINDU MARRIAGE ACT",1112,20960
"U/S 9 OF THE ARBITRATION ACT 1996.",54,20961
"U/S 9 OF THE ARBITRATION AND CONCILATION ACT",26,20962
"U/S 9 OF THE ARBITRATION AND CONCILIATION ACT 1996 R/W ORDER 39 RULE OF 1 AND 2 OF C.P.C..",6,20963
"U/S 9 OF THE GUARDIAN AND WARDS ACT",3,20964
"U/S 9 OF THE PP EVICTION OF UNAUTHORISED OCCUPANTS ACT",22,20965
"U/S 9 OFH.M. ACT",922,20966
"U/S 9 Of HINDU MARRIAGE ACT 1955",3,20967
"U/S 9 RULE R/W 36 OF AC ACT",1,20968
"U/S 9 Rule 13 R/W Section  151 CPC",15,20969
"U/S 9 Rule 9 of CPC",2,20970
"U/S 9 _1 OF THE G AND W Act 1890",3,20971
"U/S 9 and 14 of Provincial Insolvency Act 1920",1,20972
"U/S 9 of 1 Karnataka Civil Courts Act. 1964",6,20973
"U/S 9 of Arbitration Act",8,20974
"U/S 9 of Hindu Marriage Act",403,20975
"U/S 9 of Hindu Marriage Act of 1956",93,20976
"U/S 9 of Hindu marriage Act",48,20977
"U/S 9 of KPP eviction of unauthorised occupants ACt",1,20978
"U/S 9 of the  Public Premises",1,20979
"U/S 9 of the Arbitration and Concilation ACT",3,20980
"U/S 9 of the Hindu Marriage Act of 1955",46,20981
"U/S 9 rule 9 R/w sec 151 CPC",7,20982
"U/S 9(1) OF H M ACT",1,20983
"U/S 9(C) OF K.P.P.(U.O.O) ACT 1974",2,20984
"U/S 9(D) AND (E) OF ARBITRATION AND CONCILIATION ACT 1996",15,20985
"U/S 9, 26 R/W ORDER 7 RULE 1 OF CPC",6,20986
"U/S 9, 26 R/W ORDER VII RULE 1 OF CPC",1,20987
"U/S 9.1 of the Hindhu Adoption Maintenance Act 1956",1,20988
"U/S 9/4 OF HA AND MA ACT 1956",175,20989
"U/S 9/II/B OF THE ARBITRATION AND CONCILIATION ACT 1996",23,20990
"U/S 92   F of K.P.Act.",3,20991
"U/S 92   O and R of K.P.Act.",616,20992
"U/S 92   P of K.P.Act.",4,20993
"U/S 92   Q of K.P.Act.",3,20994
"U/S 92  1  OF CPC",79,20995
"U/S 92  G  K.P Act",403,20996
"U/S 92  OF K.P. ACT",190,20997
"U/S 92 .o. and  .R.    K P Act",3203,20998
"U/S 92 /1/O of  K.P Act",2570,20999
"U/S 92 1 Y KP ACT",2,21000
"U/S 92 CL O AND R OF KP ACT",872,21001
"U/S 92 CLASS E KP ACT",292,21002
"U/S 92 CLS O CLS P KP ACT",8,21003
"U/S 92 CLS Y KP ACT",2,21004
"U/S 92 F K.P.  ACT.",1338,21005
"U/S 92 F KP ACT",114,21006
"U/S 92 F KP Act.",53,21007
"U/S 92 F ii K P ACT",7,21008
"U/S 92 G  KP ACT",17,21009
"U/S 92 G of K.P. Act",12,21010
"U/S 92 J of K.P. Act",5,21011
"U/S 92 KP Act",49,21012
"U/S 92 O  AND R KPACT",181,21013
"U/S 92 O AND R",793,21014
"U/S 92 O AND R K.P. ACT",2356,21015
"U/S 92 O AND R KP ACT",204,21016
"U/S 92 O KP Act.",357,21017
"U/S 92 O and R  KP ACT",5284,21018
"U/S 92 O and R Act.",153,21019
"U/S 92 O and R KP Act",4636,21020
"U/S 92 OF  K.P ACT",58,21021
"U/S 92 OF KP ACT",20,21022
"U/S 92 P K.P.ACT",46,21023
"U/S 92 P OF KP ACT",1,21024
"U/S 92 Q OF KP ACT",6,21025
"U/S 92 R  KP Act.",218,21026
"U/S 92 R/W Sec.151 OF C.P.C.",5,21027
"U/S 92 Y  K.P. ACT.",224,21028
"U/S 92 cl F K.P. ACT",581,21029
"U/S 92(o) KP Act",2,21030
"U/S 94  7 of Karnataka Education Act  1993",1,21031
"U/S 94  CL 1 R/W 177 IMV ACT",2,21032
"U/S 94 AND 151 R/W/O 40 RULE 1 AND 2 OF CPC",1,21033
"U/S 94 AND 151, ORDER XXXIX RULE 1 AND 2 OF THE CPC",2,21034
"U/S 94 OF 1 OF KARNATAKA EDUCATION ACT 1983",2,21035
"U/S 94 OF KAR. EDU. ACT",43,21036
"U/S 94 OF KARNATAKA EDUCATION ACT",11,21037
"U/S 94 OF KARNATAKA EDUCATION ACT 1983",8,21038
"U/S 94 OF KARNATAKA EDUCATION ACTS 1983",8,21039
"U/S 94 OF KP ACT",396,21040
"U/S 94 Order 39 Rule 2A R/W 151 C.P.C.",1,21041
"U/S 94 R/W 96 OF THE KARNATAKA EDUCATION ACT",85,21042
"U/S 94 e of C.P.C",1626,21043
"U/S 94 of Kar.education.act 1983",15,21044
"U/S 96  3 C  OF THE KARNATAKA EDUCATION ACT  R/W 151 CPC",4,21045
"U/S 96  6 of CPC",5,21046
"U/S 96  B KP ACT",6,21047
"U/S 96  Karnataka Education Act",2,21048
"U/S 96  OF CPC",82,21049
"U/S 96 B KP Act",4,21050
"U/S 96 CL XXI 117 IMV ACT 1988, RULE 221 CL A SUB CL 6 IMV ACT 1989",2,21051
"U/S 96 OF CODE OF CIVIL PROCEDURE",54,21052
"U/S 96 OF CPC",1986,21053
"U/S 96 OF K. E ACT, 1983",1,21054
"U/S 96 OF KP ACT",9,21055
"U/S 96 R W Order XLI Rule 1 of CPC 1908",9,21056
"U/S 96 R/O 41 Rule 1 and 2 of CPC.",15,21057
"U/S 96 R/W  U/O 16 RULE 1 CPC",3,21058
"U/S 96 R/W ORDER 41 RULE 1 OF CPC",390,21059
"U/S 96 R/W ORDER 41 RULES 1 AND 2 OF C P C",1,21060
"U/S 96 R/W ORDER XLI RULE 1 AND 2 OF CPC",26,21061
"U/S 96 R/W Order XLI Rule 1 of the CPC",17,21062
"U/S 96 R/W XVI RULE 1 OF CPC",4,21063
"U/S 96 R/W order 41 rule",146,21064
"U/S 96 R/W/O 49 RULE 1 OF CPC",4,21065
"U/S 96 R/w Order 41 Rule 1 of CPC",50,21066
"U/S 96 R/w Order XLI Rule 1 of CPC",24,21067
"U/S 96 R/w Sec 54 of KA of LA Act",4,21068
"U/S 96 R/w Sec. 54 of Karnataka Amendement of Land Acquisition Act",2,21069
"U/S 96 RULE 4",1,21070
"U/S 96 RULE 41 1 OF CPC",13,21071
"U/S 96 and U/o 41 Rule 1 and 2 CPC",39,21072
"U/S 96 b K. P. Act",14,21073
"U/S 96 of C.P.C",208,21074
"U/S 96 of CPC",62,21075
"U/S 96 of Mohammedan Law R/w Sec. 17 of G and  W Act",1,21076
"U/S 96(1) and 4 and U/O XLI Rule 1 of CPC",1,21077
"U/S 96, 106 R/W ORDER 41 RULE 1 OF CPC",5,21078
"U/S 96{B} of K.P.Act.",11,21079
"U/S 97 OF C.P.C",2,21080
"U/S 98 OF KP ACT",6,21081
"U/S Act",172,21082
"U/S Air Prevention and Control Act,1981",1,21083
"U/S CATTLE PREVENTION ACT",32,21084
"U/S EMPLOYEE COMPENSATION ACT 1923",9,21085
"U/S Hindu Marraige Act 1955.13.1A",3,21086
"U/S IX RULE 13 OF THE CODE OF CIVIL PROCEDURE",1,21087
"U/S IX rule  9 of CPC",5,21088
"U/S Juvunile Justice Act 2000",1,21089
"U/S KARNATAKA MUNICIPALITIES ACT",2,21090
"U/S KARNATAKA VALUE ADDED TAX ACT",49,21091
"U/S KMVT ACT",14,21092
"U/S Legal Metrology Act 2009",5,21093
"U/S MMRD ACT",29,21094
"U/S OF THE SEXUAL HARRASSMENT OF WOMEN AT WORKPLACE PREVENTION PROHIBITION AND REDRESSAL ACT 2013",1,21095
"U/S Of Workmen Compensation Act",141,21096
"U/S Order 41 Rule 5 2 R/w Sec.151 of CPC",1,21097
"U/S P.W.D.V,Act.",94,21098
"U/S RULE 13 CL R SUB III",1,21099
"U/S S 10 1 C ID ACT",9,21100
"U/S SEC 151 OF CPC",3,21101
"U/S SEC 3 R/W 181 IMV ACT SEC 134 IMV R/W 177 IMV ACT SEC 177 IMV ACT R/W FIRST M3 AND M18",4,21102
"U/S SEC 9B AND 37 2 C DV ACT 2005",6,21103
"U/S VII R/W SECTION 10 OF G AND W ACT",29,21104
"U/S VII RULE ONE OF C P C",2601,21105
"U/S VII Rule 1 and 2 of C.P.C",4,21106
"U/S XIII OF F.C.ACT",1,21107
"U/S XLI Rule 23 R/w 96 of C.P.C.",1,21108
"U/S of 6 of Hindu Minoraty and Gurandianship Act 1956  R/W 7 and 25 of Guardian and wards Act 1890",1,21109
"U/S of 71 D of Karnataka Forest Act",7,21110
"U/S-506,504,34,323,448,",1,21111
"U/S.",108,21112
"U/S. 10 (IX) (X) OF INDIAN DIVORCE ACT, 1869",3,21113
"U/S. 10 R/W.2(A) OF THE INDUSTRIAL DISPUTES ACT",2,21114
"U/S. 10(1) (ix) AND (x) OF DIVORCE ACT, 1869",2,21115
"U/S. 10(vii)(ix) OF INDIAN DIVORCE ACT, 1869",3,21116
"U/S. 10(vii)(x) OF INDIAN DIVORCE ACT, 1869",1,21117
"U/S. 104 AND ORDER 43 RULE 1 OF CPC",3,21118
"U/S. 104 R/W. ORDER XLIII RULE 1 OF CPC",4,21119
"U/S. 104 R/W. ORDER XLIII RULE 1(r) OF CPC",1,21120
"U/S. 11 OF HINDU MARRIAGE ACT, 1955",8,21121
"U/S. 114 OF CPC",2,21122
"U/S. 13 (1) (i) (ib) OF TH HINDU MARRIAGE ACT",4,21123
"U/S. 13 (1) (ia)  Hindu Marriage Act",4,21124
"U/S. 13 1 1a 1b of Hindu Marriage Act 1955",74,21125
"U/S. 13 1 1a of Hindu Marriage Act 1955",22,21126
"U/S. 13 1a of Hindu Marriage Act 1956",6,21127
"U/S. 13 OF HINDU MARRIAGE ACT, 1955",9,21128
"U/S. 13 R/w.sec.12 1C of Hindu Marriage Act",2,21129
"U/S. 13(1) (1a) and (1b) Hindu Marriage Act.",8,21130
"U/S. 13(1) (a) AND (b) OF HINDU MARRIAGE ACT, 1955",6,21131
"U/S. 13(1) (i-a)(i-b) AND (1-A)(ii) OF HINDU MARRIAGE ACT, 1955",5,21132
"U/S. 13(1) (ib) OF HINDU MARRIAGE ACT, 1955",3,21133
"U/S. 13(1) B Hindu Marriage Act",4,21134
"U/S. 13(1) I(a)(c) AND (5) OF HINDU MARRIAGE ACT, 1955",2,21135
"U/S. 13(1) I(a)(c) OF HINDU MARRIAGE ACT, 1955",10,21136
"U/S. 13(1) OF HINDU MARRIAGE ACT, 1955",28,21137
"U/S. 13(1)(a) HINDU MARRIAGE ACT, 1955",3,21138
"U/S. 13(1)(i)(ia)(ib) OF HINDU MARRIAGE ACT, 1955",4,21139
"U/S. 13(1)(i-a)(i-b) AND (1-A)(ii) OF THE HINDU MARRIAGE ACT, 1955",1,21140
"U/S. 13(1)(ia) OF HINDU MARRIAGE ACT, 1955",23,21141
"U/S. 13(B) OF HINDU MARRIAGE ACT, 1955",41,21142
"U/S. 13(i)(b) OF HINDU MARRIAGE ACT, 1955",5,21143
"U/S. 13(i, i-a, i-b) OF HINDU MARRIAGE ACT, 1955",9,21144
"U/S. 13(i-a) (iii) of Hindu Marriage Act 1955",1,21145
"U/S. 138 OF NEGOTIABLE INSTRUMENT ACT",1993,21146
"U/S. 145(b) of Railways Act 2003",6,21147
"U/S. 15 OF KARNATAKA PANCHAYAT RAJ ACT",1,21148
"U/S. 15 to 20 of Karnataka Panchayat Raj Act 1993",3,21149
"U/S. 151 OF CPC",13,21150
"U/S. 152 AND 153 OF CPC",1,21151
"U/S. 152 OF CPC",1,21152
"U/S. 152 R/W. SEC. 151 AND 153 OF CPC",1,21153
"U/S. 166 OF M.V. ACT",37,21154
"U/S. 166 OF M.V.ACT",233,21155
"U/S. 166 of M.V.ACT",462,21156
"U/S. 18 3, b  L.A. Act",51,21157
"U/S. 18(1) OF LAND ACQUISITION ACT",1,21158
"U/S. 18(3) (b) OF LAND ACQUISITION ACT",1,21159
"U/S. 22 OF EMPLOYEES COMPENSATION ACT, 1922 R/W. RULE 21 OF KARNATAKA EMPLOYEES COMPENSATION RULE,19",4,21160
"U/S. 263 OF THE INDIAN SECSSION ACT",7,21161
"U/S. 27 /2  A AND R OF KARNATAKA RENT ACT",5,21162
"U/S. 27 OF SPECIAL MARRIAGE ACT, 1954",4,21163
"U/S. 27(B) AND (D) OF SPECIAL MARRIAGE ACT, 1954",1,21164
"U/S. 28 OF K.C.C ACT",4,21165
"U/S. 28 OF SPECIAL MARRIAGE ACT, 1955",3,21166
"U/S. 28 OF THE KARNATAKA CIVIL COURT ACT",4,21167
"U/S. 295 OF KARNATAKA PANCHAYATH ACT 1993",2,21168
"U/S. 299 OF KARNATAKA VILLAGE PANCHAYAT ACT",1,21169
"U/S. 3",4,21170
"U/S. 3 2 OF KARNATAKA VILLAGE OFFICERS ABOLITION ACT",1,21171
"U/S. 31 OF PROTECTION OF WOMEN FROM D.V.ACT",4,21172
"U/S. 32 OF INDIAN DIVORCE ACT, 1869",4,21173
"U/S. 34 RULE  OF ARBITRATION AND CONCILIATION ACT.",181,21174
"U/S. 372 OF INDIAN SUCCESSION ACT",389,21175
"U/S. 372 OF INDIAN SUCCESSION ACT 1925",29,21176
"U/S. 372 OF INDIAN SUCCESSION ACT, 1925",3,21177
"U/S. 379 of IPC and Sec. 42,43,44, of KMMC Rule-1994",2,21178
"U/S. 383 OF INDIAN SUCCESSION ACT 1956",1,21179
"U/S. 485 OF K.M.C ACT",2,21180
"U/S. 498,.498(A)",1,21181
"U/S. 5 OF LIMITATION ACT",166,21182
"U/S. 7 AND 29 OF G AND W ACT",8,21183
"U/S. 7 OF GUARDIANS AND WARDS ACT, 1890",3,21184
"U/S. 7 OF THE CHARITABLE AND RELIGIOUS TRUST ACT 1920",5,21185
"U/S. 7 OF THE PROVINCIAL INSOLVENCY ACT",1,21186
"U/S. 7 Rule 1 and 2 of CPC",24,21187
"U/S. 7 and 17 of Gaurdians and Wards Act.",6,21188
"U/S. 7 and 8 of The Guardians and Wards Act",2,21189
"U/S. 7, 10 AND 25 OF GUARDIANS AND WARDS ACT, 1890",1,21190
"U/S. 8(1) OF EMPLOYEE COMPENSATION ACT, 1923",1,21191
"U/S. 81 1 of L.A.Act",2,21192
"U/S. 9 OF HINDU MARRIAGE ACT, 1955",30,21193
"U/S. 9 and 13 1 of Hindu Marriage Act",8,21194
"U/S. 92 /1/F  of K.P Act",123,21195
"U/S. 92 OF CPC",19,21196
"U/S. 92 R/W Sec.151 OF C.P.C.",12,21197
"U/S. 94 1 OF KARNATAKA LEGAL EDUCTION ACT 1983",1,21198
"U/S. 96 OF CPC",5,21199
"U/S. 96 R/W ORDER XLI RULE 1 OF CPC",12,21200
"U/S. 96 R/W. 41 RULE 1 AND 2 OF CPC",8,21201
"U/S. XX RULE 18 R/W. SEC. 151 OF CPC",1,21202
"U/S.11(d),8,5 KARNATAKA OF COW SLANGHTER AND CATTLE PREVENTION ACT",10,21203
"U/S.12 OF THE GUARDIAN AND WARDS ACT.",1,21204
"U/S.13 Clause3 and Clause b of KTEG Act,1979.",13,21205
"U/S.13(1)(i-a)(iii) of Hindu Marriage Act 1955",2,21206
"U/S.13(2),(I)(II)(III)(IV) R/W 177 MV ACT",2,21207
"U/S.13(3) of Birth and Death Act.",378,21208
"U/S.13(R),I,II R/W 177 MV ACT",4,21209
"U/S.13/2 BIRTH AND DEATH ACT",531,21210
"U/S.138 AND 142 N.I.ACT.",50,21211
"U/S.138 OF N.I.ACT.",65,21212
"U/S.14(B),R/W 177 MV ACT",6,21213
"U/S.145(A),146 OF RAILWAY ACT.",1,21214
"U/S.15(A), 32(3) OF KE ACT",21,21215
"U/S.15(A),32,34 K.Ex.Act.",2,21216
"U/S.155 of Electricity Act and 16 3, 4, 5and Sec. 18 1 and 2 of Indian Telegraph Act",1,21217
"U/S.163A OF MOTOR VEHICLE ACT",1,21218
"U/S.177 MV ACT",9,21219
"U/S.18 2 of L.A.Act.",449,21220
"U/S.18 of L.A. Act",16,21221
"U/S.185 MV ACT.",71,21222
"U/S.190 A R/w sec.200 of C.P.C",12,21223
"U/S.21 CL A",1,21224
"U/S.230(A),R/W 177 MV ACT",1,21225
"U/S.26  Order 7 Rule 1 and 3 CPC",9,21226
"U/S.26 Order 7 Rule 1 of CPC",9,21227
"U/S.26, O.7, RULES 1 to 8",26,21228
"U/S.263 OF THE SUCCESSION ACT",2,21229
"U/S.27 of the Special Marriage Act 1954",1,21230
"U/S.279",77,21231
"U/S.279,337,338,304(A)",1,21232
"U/S.3 Child Labour Act",2,21233
"U/S.3 R/W 181 MV ACT",15,21234
"U/S.32,34 K.EX.ACT.",48,21235
"U/S.34 3 of the Arbitration andConcilation Act.",1,21236
"U/S.34 of Arbitration and Cosciliation Act.",34,21237
"U/S.34(2) OF THE ARBITRATION AND CONCILIATION ACT",125,21238
"U/S.372 OF INDIAN SUCCESSION ACT",322,21239
"U/S.373 OF THE INDIAN SUCCESSION ACT",9,21240
"U/S.379 IPC and Sec.31R(13) Karnataka New Sand Policy and Sec.42,43,44 Karnataka Minor Mineral Con.R",2,21241
"U/S.39 of CPC",3,21242
"U/S.50, 52, 53 AND 54 OF THE MENTAL HEALTH ACT 1987",1,21243
"U/S.54 of CPC",1,21244
"U/S.7 OF THE PROVINCIAL INSOLVENCY ACT 1920",11,21245
"U/S.75 d R/W.ORDER 21 RULE 18 OF THE CPC",1,21246
"U/S.78(III) K.P.ACT",74,21247
"U/S.8 and 11 OF THE GUARDIANS AND WARDS ACT",1,21248
"U/S.87 K.P.ACT.",52,21249
"U/S.87 OF KP ACT",38,21250
"U/S.9 CLAUSE II c, d, AND e OF ARBITRATION AND CONCILIATION  ACT, 1996",4,21251
"U/S.9 R/w 13.1., .1a.,.1b.",3,21252
"U/S.9(II)(c)(d) AND (e) OF ARBITRATION AND CONCILIATION  ACT, 1996",1,21253
"U/S.92 CL O OF K.P. ACT",6,21254
"U/S.92(1)(R)K.P.ACT.",433,21255
"U/S.94 OF KARNATAKA EDUCATION ACT, 1983",9,21256
"U/S.96 R/w Order  43 Rule 1 of CPC",2,21257
"U/S.96(B) K.P.ACT.",4,21258
"U/S.9B AND 37  2 C OF PWDV ACT",21,21259
"U/S.INDIAN SUCCESSION ACT",3,21260
"U/S/ 143,",1,21261
"U/S/ 96 R/w Order 41 Rule 1 R/w sec.151 of CPC",10,21262
"U/S13 CL 3 OF BIRTH AND DEATH ACT",80,21263
"U/S138 of N.I.Act",36,21264
"U/S279,300 R/W 187 IMV ACT",4,21265
"U/S96  R/W41Rule 1 and 2 and section 151of cpc",3,21266
"U/SEC 10 OF THE G & W ACT R/W 360 OF MOHAMMEDAN LAW",1,21267
"U/SEC 12 OF P.W.D.V.ACT 2005",3,21268
"U/SEC 13 A 12.13 A KSCI ACT",2,21269
"U/SEC 13 OF 3 OF BIRTH AND DEATH ACT",693,21270
"U/SEC 13 _3 OF BIRTH AND DEATH ACT",194,21271
"U/SEC 13(3) OF BIRTH AND DEATH ACT",154,21272
"U/SEC 135 OF ELECTRICITY  ACT",19,21273
"U/SEC 18  3  B  OF LAND ACQ ACT AMENDED ACT 1984",2,21274
"U/SEC 20 (B) (ii) (c) OF NDPS ACT 1985",4,21275
"U/SEC 20(b) (i) OF NDPS ACT",1,21276
"U/SEC 200 OF CONTRACT LABOUR ACT 1970",3,21277
"U/SEC 24 (1) (B) OF CPC",1,21278
"U/SEC 24 OF CPC R/W SECTION 9 CL 3 OF THE KARNATAKA CIVIL COURTS ACT",1,21279
"U/SEC 26 ORDER 7 RULE 1 3 AND 5 OF CPC",29,21280
"U/SEC 26 ORDER 7 RULE 1 AND 3 OF CPC",34,21281
"U/SEC 26 R/W ORDER 7 RULE 1 AND 2 CPC",1,21282
"U/SEC 26 R/W ORDER 7 RULE 1 AND 2 OF CPC",2,21283
"U/SEC 26 R/W.Order VII Rule1 R/W/Sec 54 CPC",1,21284
"U/SEC 27 ORDER VII RULE 1 OF C.P.C.",2,21285
"U/SEC 27/2A AND R OF KARNATATA RENT ACT OF 1999",65,21286
"U/SEC 276 OF INDIAN SUCCESSION ACT",1,21287
"U/SEC 3(a) of RP (UP) Act",3,21288
"U/SEC 31 OF LAND ACQUISITION ACT",11,21289
"U/SEC 372 OF INDIAN SUCCESSION ACT-1925",2,21290
"U/SEC 373 OF THE INDIAN SUCCESSION ACT 1925",1,21291
"U/SEC 374 OF INDIAN SUCCESSION ACT",1,21292
"U/SEC 39(1) WITH SEC 72(2) AND SEC 36(1) OF THE KVAT ACT,2003",4,21293
"U/SEC 443 (a) (1) (2) OF K.M.C.ACT 1976.",1,21294
"U/SEC 46 R/W 151 OF CPC",1,21295
"U/SEC 54 AND ORDER 30 RULE 8 CPC",4,21296
"U/SEC 54 OF CPC R/W 20 RULE 18  2  OF CPC",4,21297
"U/SEC 6 HINDU ADOPTION AND MAINTENANCE ACT OF 1956",1,21298
"U/SEC 78 A(III) K.P. ACT",19,21299
"U/SEC 80 2 CPC",1,21300
"U/SEC 80/2 OF CPC",2,21301
"U/SEC 9 OF HINDU MARRIAGE ACT.",1,21302
"U/SEC 96  B OF K.P.ACT",144,21303
"U/SEC 96 R/W ORDER 41 RULE 1 C.P.C.",13,21304
"U/SEC 97 R/W ORDER 41 RULE 1 OF CPC",2,21305
"U/SEC.",23,21306
"U/SEC.  146 R/W 196 OF I.M.V. ACT",1,21307
"U/SEC. 10 OF THE KARNATAKA PUBLIC PREMISES ACT.",2,21308
"U/SEC. 10 OF WORKMEN'S COMPENSATION.",70,21309
"U/SEC. 12 OF DOMESTIC VIOLENCE ACT 2005.",59,21310
"U/SEC. 13 1 1A 1B OF DISSOLUTION H.M. ACT",18,21311
"U/SEC. 13 1,3 OF REGISTRATION B/D ACT",73,21312
"U/SEC. 13 3 OF HINDU MARRIAGE ACT",18,21313
"U/SEC. 13 SUB 2 OF B AND D ACT",93,21314
"U/SEC. 138 OF N. I ACT.",98,21315
"U/SEC. 151 AND ORDER IX RULE 9 OF  AND SEC. 151 OF CPC. 1908",1,21316
"U/SEC. 151 OF C.P.C. FOR EXTENSION OF T.I. ORDER .",1,21317
"U/SEC. 166 OF  M.V ACT 1982",27,21318
"U/SEC. 166 OF M.V. ACT",673,21319
"U/SEC. 18 3 B OF L. A. ACT",9,21320
"U/SEC. 18 OF L. A. ACT",60,21321
"U/SEC. 18(3) LAND ACQUISITION ACT",20,21322
"U/SEC. 200 OF CPC",18,21323
"U/SEC. 26 , R/W ORDER 7 RULE 1 OF CPC",10,21324
"U/SEC. 26 AND ORDER 7 RULE 1 OF C.P.C.",52,21325
"U/SEC. 26 ORDER 7 RULE 1 AND 2 OF CPCP",12,21326
"U/SEC. 26 ORDER 7 RULE 1 CPC",393,21327
"U/SEC. 26 R/W. ORDER 7 RULE 1 TO 7 OF CPC.",9,21328
"U/SEC. 26 R/W. ORDER VII RULE 1,3,5 AND 7 OF CPC",21,21329
"U/SEC. 26, 38 OF KARNATAKA PANCHAYATH ACT",1,21330
"U/SEC. 26, AND ORDER 7 RULE 1 AND 3 OF CPC",1,21331
"U/SEC. 269 OF KARNATAKA PANCHAYATH RAJ ACT",2,21332
"U/SEC. 27 AND 30 OF KRC ACT",16,21333
"U/SEC. 272 OF INDIAN SUCCESSION ACT, 1956",10,21334
"U/SEC. 3 OF COTPA ACT",22,21335
"U/SEC. 33 AND 34 OF STAMP ACT R/W SEC.151 C.P.C",286,21336
"U/SEC. 372 OF INDIAN SUCCESSION ACT",5,21337
"U/SEC. 372 OF INDIAN SUCCESSION ACT.",12,21338
"U/SEC. 41 RULE 2 OF CPC.",1,21339
"U/SEC. 79 AND 80 OF KP ACT.",10,21340
"U/SEC. 8 OF HINDU MINORITY AND GUARDIANSHIP ACT.1956.",13,21341
"U/SEC. 9 OF THE KARNATAKA PUBLIC PREMISES ACT.",44,21342
"U/SEC. 94 of Education Act.",11,21343
"U/SEC. 99 RULE 27,2,A AND R OF HOUSE RENT ACT",16,21344
"U/SEC..",8,21345
"U/SEC.10 CLAUSE 3 OF KARNATAKA PUBLIC PREMISES EVICTION OFUNAUTHORISED OCCUPANTS ACT, 1974",9,21346
"U/SEC.10 OF KARNATAKA PUBLIC PREMISES ACT, 1974",1,21347
"U/SEC.11 3 OF BANGALORE CITY CIVIL COURT ACT",12,21348
"U/SEC.125 KARNATAKA CO.OP.SOCIETIES ACT",1,21349
"U/SEC.13 OF PROVINCIAL INSOLVENCY ACT, 1920",5,21350
"U/SEC.26 ORDER 7 RULE 1 TO 3 OF CPC",43,21351
"U/SEC.482  1  a   OF CPC",1,21352
"U/SEC.482  1  a   OF KMC ACT",5,21353
"U/SEC.7 RULE 1 OF CPC R/W SEC. 26 OF CPC",8,21354
"U/SEC.8 OF HINDU MINORITY AND GUARDIANSHIP AND WARDS ACT 1956",2,21355
"U/SEC.9(B) 37(2) (C) of  PWDV ACT.",3,21356
"U/SEC.92 OF CPC",5,21357
"U/SEEC.10 AND 18 OF INDIAN DIVORCE ACT  1869",3,21358
"U/SEc.4(1A) 21 of MMDR Act",1,21359
"U/SNDER SECTION  38 .4 OF OGP ACT",1,21360
"U/Sce. 92 1 f and h of CPC",1,21361
"U/Se  386 R/W Sec 29 of DV Act",3,21362
"U/Sec",54009,21363
"U/Sec  18(1) of L.A.Act",1,21364
"U/Sec  381 of CPC",13,21365
"U/Sec  54 .1. of LA Act 1894 R/w Kar Act No 17 of 1961",1,21366
"U/Sec 10 Clause x of the Indian Divorce Act 1869",1,21367
"U/Sec 10 and 13 of the Provisional Insolvency",1,21368
"U/Sec 10 and 74 Act",1,21369
"U/Sec 10 of  CPC",2,21370
"U/Sec 10 of the Guardian and Wards Act 1890",28,21371
"U/Sec 10 of the Workmens Compensation Act.",48,21372
"U/Sec 10(1)(C) R/w Sec 2(A) of I.D. Act 1947",3,21373
"U/Sec 10(1)(C) of I.D. Act 1947",5,21374
"U/Sec 101 of Juvenile Justice Act Sec 386 of 1973",1,21375
"U/Sec 104 R/W Order 43 Rule 1 and Sce 151 of CPC",18,21376
"U/Sec 105 of KP Act",85,21377
"U/Sec 11 of the G and W Act",2,21378
"U/Sec 11, 14, 32(1), 34, 38(A), 43(A)(2) of Karnataka Excise Act",1,21379
"U/Sec 114 R/w Order 47",5,21380
"U/Sec 114 of CPC",4,21381
"U/Sec 12   ,1,  and  ,2,  of DVC Act",3,21382
